Pulse,Dose1,Dose2
1151,35367.69,21054.81
1152,35401.19,21076.71
1153,35400.89,21079.21
1154,35384.39,21066.91
1155,35474.59,21122.51
1156,35443.89,21105.01
1157,35418.99,21086.31
1158,35467.09,21119.01
1159,35403.39,21080.41
1160,35358.19,21052.61
1161,35402.69,21079.81
1162,35385.89,21071.21
1163,35384.09,21066.21
1164,35440.69,21103.61
1165,35414.19,21084.21
1166,35424.99,21092.11
1167,35453.69,21111.51
1168,35406.79,21081.71
1169,35403.19,21077.81
1170,35398.69,21076.81
1171,35388.89,21069.71
1172,35378.59,21068.41
1173,35422.99,21092.11
1174,35452.09,21108.51
1175,35441.59,21102.91
1176,35456.59,21114.71
1177,35385.29,21068.51
1178,35347.99,21044.91
1179,35427.29,21094.51
1180,35416.89,21086.91
1181,35373.89,21058.71
1182,35471.79,21119.81
1183,35422.39,21091.51
1184,35411.49,21082.01
1185,35411.29,21085.41
1186,35379.29,21062.81
1187,35361.59,21053.41
1188,35422.09,21090.31
1189,35422.09,21092.21
1190,35417.89,21089.01
1191,35472.99,21121.71
1192,35417.59,21088.31
1193,35367.39,21058.31
1194,35428.99,21093.41
1195,35376.99,21066.81
1196,35374.89,21064.11
1197,35437.19,21097.61
1198,35433.79,21098.61
1199,35417.09,21087.21
1200,35454.89,21109.21
1201,35413.19,21086.81
1202,35357.29,21052.91
1203,35415.09,21088.01
1204,35425.59,21093.61
1205,35383.69,21068.11
1206,35435.29,21101.91
1207,35431.99,21098.01
1208,35393.89,21074.51
1209,35418.99,21088.31
1210,35422.79,21090.31
1211,35388.29,21070.01
1212,35415.79,21086.51
1213,35395.89,21075.11
1214,35422.49,21092.91
1215,35426.39,21095.81
1216,35416.79,21089.61
1217,35364.69,21057.41
1218,35439.19,21102.61
1219,35411.49,21084.11
1220,35373.09,21060.81
1221,35435.39,21103.41
1222,35434.99,21102.81
1223,35398.99,21077.71
1224,35449.49,21109.11
1225,35409.89,21083.11
1226,35347.89,21047.41
1227,35434.79,21095.61
1228,35414.19,21089.31
1229,35387.89,21073.21
1230,35451.59,21109.91
1231,35432.79,21099.31
1232,35376.59,21066.81
1233,35442.39,21104.91
1234,35441.29,21102.41
1235,35339.49,21041.51
1236,35399.69,21077.91
1237,35418.49,21090.01
1238,35357.49,21055.41
1239,35459.29,21113.81
1240,35472.49,21122.11
1241,35387.69,21071.01
1242,35416.49,21085.11
1243,35459.09,21113.11
1244,35353.19,21050.21
1245,35394.69,21074.91
1246,35448.49,21104.11
1247,35363.89,21057.61
1248,35383.09,21068.01
1249,35458.09,21110.81
1250,35410.29,21084.21
1251,35435.99,21099.91
1252,35480.59,21125.91
1253,35386.39,21071.21
1254,35343.69,21044.81
1255,35438.59,21100.71
1256,35378.99,21065.71
1257,35384.89,21069.01
1258,35443.59,21106.11
1259,35450.39,21106.81
1260,35430.89,21094.11
1261,35450.39,21108.71
1262,35375.89,21063.51
1263,35378.09,21064.01
1264,35411.79,21088.01
1265,35358.99,21053.11
1266,35404.89,21082.71
1267,35455.99,21112.11
1268,35415.89,21089.11
1269,35439.49,21102.31
1270,35468.09,21119.31
1271,35398.19,21079.21
1272,35368.19,21059.41
1273,35395.39,21077.71
1274,35372.89,21065.11
1275,35383.49,21069.41
1276,35426.39,21095.91
1277,35434.09,21100.81
1278,35438.19,21103.61
1279,35469.69,21120.61
1280,35409.79,21088.01
1281,35398.19,21076.41
1282,35397.19,21077.51
1283,35348.59,21050.61
1284,35379.69,21067.91
1285,35439.49,21101.01
1286,35429.29,21097.01
1287,35470.59,21121.51
1288,35444.39,21109.41
1289,35395.79,21078.21
1290,35392.79,21072.91
1291,35404.19,21085.01
1292,35366.49,21060.11
1293,35383.59,21071.01
1294,35441.89,21102.41
1295,35395.39,21076.71
1296,35432.89,21099.91
1297,35485.59,21127.21
1298,35398.29,21079.31
1299,35367.89,21058.31
1300,35451.89,21107.41
1301,35383.49,21068.21
1302,35372.29,21062.91
1303,35453.59,21111.81
1304,35396.79,21078.41
1305,35377.49,21067.91
1306,35456.89,21111.11
1307,35403.99,21081.41
1308,35364.49,21055.71
1309,35456.09,21111.31
1310,35422.29,21091.11
1311,35370.29,21064.91
1312,35450.99,21108.91
1313,35439.79,21106.61
1314,35395.39,21076.31
1315,35435.89,21102.01
1316,35420.79,21092.61
1317,35346.49,21049.11
1318,35421.09,21089.71
1319,35408.39,21085.71
1320,35392.29,21071.71
1321,35445.19,21104.51
1322,35476.49,21125.01
1323,35430.29,21096.01
1324,35428.59,21097.11
1325,35409.09,21087.01
1326,35391.29,21073.41
1327,35403.19,21080.21
1328,35389.69,21071.31
1329,35380.59,21066.81
1330,35427.39,21093.91
1331,35379.89,21071.41
1332,35412.29,21086.71
1333,35441.89,21105.81
1334,35399.29,21078.11
1335,35394.49,21073.91
1336,35428.69,21098.41
1337,35375.09,21063.31
1338,35385.09,21071.81
1339,35468.29,21121.71
1340,35409.39,21085.91
1341,35432.89,21099.91
1342,35473.19,21121.41
1343,35401.59,21080.41
1344,35358.79,21050.31
1345,35421.49,21093.01
1346,35364.69,21055.71
1347,35359.89,21053.41
1348,35453.19,21112.91
1349,35429.69,21095.11
1350,35430.09,21094.11
1351,35475.69,21124.51
1352,35409.69,21087.21
1353,35385.29,21069.01
1354,35416.09,21085.31
1355,35419.29,21086.71
1356,35356.69,21051.21
1357,35435.99,21100.21
1358,35429.99,21093.61
1359,35360.19,21054.71
1360,35437.09,21104.01
1361,35393.39,21075.61
1362,35364.89,21058.71
1363,35441.79,21104.41
1364,35444.69,21104.91
1365,35391.59,21071.41
1366,35454.79,21112.91
1367,35455.59,21107.51
1368,35407.69,21083.81
1369,35407.69,21082.91
1370,35384.69,21072.71
1371,35360.49,21056.91
1372,35416.19,21088.21
1373,35422.69,21095.01
1374,35438.99,21101.21
1375,35461.49,21114.91
1376,35461.39,21119.01
1377,35421.99,21091.81
1378,35384.89,21068.21
1379,35358.49,21054.51
1380,35367.39,21061.11
1381,35412.39,21086.61
1382,35390.49,21073.31
1383,35409.29,21085.21
1384,35456.49,21111.01
1385,35427.19,21096.31
1386,35416.99,21088.11
1387,35469.19,21120.11
1388,35394.59,21075.91
1389,35378.79,21062.21
1390,35408.49,21084.81
1391,35400.99,21078.21
1392,35379.29,21065.71
1393,35436.39,21104.11
1394,35390.59,21073.51
1395,35393.89,21072.91
1396,35460.99,21116.01
1397,35427.79,21096.11
1398,35364.69,21056.01
1399,35465.29,21117.41
1400,35423.39,21094.31
1401,35350.49,21046.91
1402,35430.49,21093.61
1403,35414.69,21085.91
1404,35355.19,21049.91
1405,35414.59,21087.21
1406,35451.49,21109.51
1407,35431.19,21097.81
1408,35455.69,21110.41
1409,35424.99,21091.01
1410,35382.79,21067.21
1411,35428.49,21094.51
1412,35372.69,21061.51
1413,35316.19,21027.01
1414,35451.19,21108.31
1415,35440.89,21102.01
1416,35373.09,21062.81
1417,35468.99,21116.41
1418,35455.89,21112.51
1419,35362.09,21057.01
1420,35396.19,21071.11
1421,35447.09,21107.01
1422,35367.69,21058.41
1423,35413.59,21085.21
1424,35478.29,21124.81
1425,35396.49,21079.61
1426,35422.79,21090.01
1427,35461.39,21112.91
1428,35389.49,21072.41
1429,35370.99,21059.61
1430,35409.79,21084.31
1431,35409.09,21081.71
1432,35408.29,21085.71
1433,35439.59,21104.31
1434,35434.09,21100.31
1435,35426.39,21093.51
1436,35425.39,21095.61
1437,35381.09,21065.41
1438,35392.19,21071.01
1439,35372.19,21062.51
1440,35401.19,21077.71
1441,35427.69,21095.61
1442,35412.69,21084.21
1443,35428.49,21095.11
1444,35491.99,21131.41
1445,35420.79,21090.31
1446,35376.49,21060.81
1447,35408.39,21082.61
1448,35387.59,21069.31
1449,35363.99,21058.31
1450,35420.79,21090.61
1451,35434.19,21100.01
1452,35411.09,21084.81
1453,35445.39,21108.01
1454,35448.49,21107.41
1455,35408.29,21083.41
1456,35432.59,21097.11
1457,35385.29,21070.41
1458,35370.89,21060.61
1459,35412.59,21083.41
1460,35392.89,21072.61
1461,35391.29,21072.21
1462,35441.39,21104.61
1463,35427.29,21097.51
1464,35400.59,21077.91
1465,35459.99,21114.21
1466,35426.69,21098.31
1467,35328.99,21033.11
1468,35409.79,21082.01
1469,35432.29,21097.81
1470,35372.39,21062.21
1471,35427.79,21092.21
1472,35447.09,21106.91
1473,35411.59,21083.81
1474,35423.29,21092.91
1475,35449.49,21107.61
1476,35348.19,21045.81
1477,35394.09,21075.91
1478,35413.29,21086.81
1479,35397.69,21076.31
1480,35417.79,21088.51
1481,35466.39,21118.71
1482,35412.29,21087.71
1483,35434.69,21097.81
1484,35450.29,21107.11
1485,35374.49,21062.11
1486,35372.19,21062.51
1487,35405.39,21082.71
1488,35376.99,21064.01
1489,35431.29,21098.31
1490,35461.89,21116.91
1491,35432.89,21099.71
1492,35421.69,21092.31
1493,35429.29,21096.41
1494,35372.99,21063.41
1495,35368.99,21058.41
1496,35405.69,21080.11
1497,35382.29,21069.81
1498,35419.29,21089.41
1499,35449.59,21107.11
1500,35439.39,21102.81
1501,35434.99,21097.91
1502,35435.39,21097.41
1503,35407.39,21082.51
1504,35369.39,21058.91
1505,35422.39,21090.31
1506,35378.59,21064.31
1507,35389.79,21073.41
1508,35453.29,21112.91
1509,35431.69,21099.81
1510,35422.09,21089.31
1511,35442.09,21105.81
1512,35394.39,21075.81
1513,35386.69,21068.51
1514,35406.79,21081.51
1515,35386.39,21069.61
1516,35423.59,21095.81
1517,35440.49,21103.11
1518,35395.59,21075.11
1519,35428.19,21096.01
1520,35456.69,21111.71
1521,35378.89,21061.71
1522,35379.79,21066.31
1523,35413.99,21086.61
1524,35377.2,21064.21
1525,35417.19,21084.81
1526,35461.59,21114.61
1527,35429.49,21096.71
1528,35423.49,21092.41
1529,35438.39,21102.91
1530,35382.29,21064.81
1531,35377.69,21062.41
1532,35405.49,21080.21
1533,35381.89,21065.31
1534,35413.99,21088.61
1535,35468.79,21116.41
1536,35391.19,21071.21
1537,35417.99,21088.21
1538,35446.09,21106.01
1539,35364.49,21056.81
1540,35393.69,21073.51
1541,35443.29,21104.01
1542,35382.69,21068.01
1543,35382.49,21066.61
1544,35471.79,21116.81
1545,35419.09,21091.01
1546,35392.79,21073.31
1547,35454.99,21109.31
1548,35401.39,21080.51
1549,35372.69,21057.91
1550,35441.79,21100.51
1551,35404.19,21079.11
1552,35369.69,21056.21
1553,35438.79,21099.81
1554,35428.09,21092.31
1555,35387.79,21070.51
1556,35456.49,21110.11
1557,35435.89,21100.61
1558,35382.29,21064.11
1559,35423.79,21092.41
1560,35398.99,21079.11
1561,35377.79,21064.41
1562,35401.69,21079.61
1563,35431.49,21095.31
1564,35411.39,21085.41
1565,35441.79,21104.81
1566,35417.79,21085.81
1567,35379.09,21064.11
1568,35398.09,21076.81
1569,35431.59,21096.11
1570,35398.19,21075.41
1571,35446.69,21105.41
1572,35436.19,21100.41
1573,35397.49,21077.91
1574,35425.59,21091.11
1575,35403.59,21080.01
1576,35358.39,21053.91
1577,35413.89,21085.11
1578,35426.69,21093.91
1579,35396.49,21075.41
1580,35430.79,21092.91
1581,35455.89,21111.01
1582,35411.39,21083.01
1583,35425.99,21091.41
1584,35424.69,21090.41
1585,35380.39,21062.81
1586,35399.19,21079.41
1587,35386.79,21069.71
1588,35380.39,21066.81
1589,35398.59,21078.81
1590,35422.79,21093.21
1591,35421.09,21087.51
1592,35469.19,21117.11
1593,35438.89,21099.51
1594,35436.09,21094.31
1595,35437.99,21099.11
1596,35382.69,21066.51
1597,35363.99,21055.81
1598,35400.59,21075.31
1599,35375.59,21063.11
1600,35378.69,21064.61
1601,35438.79,21100.21
1602,35437.49,21098.81
1603,35425.19,21092.21
1604,35449.09,21109.21
1605,35416.69,21086.91
1606,35369.29,21059.21
1607,35398.39,21076.71
1608,35388.09,21069.41
1609,35398.69,21077.31
1610,35451.39,21106.71
1611,35433.69,21096.91
1612,35410.09,21081.81
1613,35429.99,21096.31
1614,35407.99,21084.31
1615,35380.59,21065.21
1616,35412.09,21084.81
1617,35408.49,21081.81
1618,35391.79,21070.51
1619,35413.09,21087.61
1620,35434.49,21097.21
1621,35396.29,21070.21
1622,35419.09,21089.81
1623,35415.09,21083.21
1624,35394.79,21074.11
1625,35426.29,21091.21
1626,35427.09,21095.41
1627,35423.19,21090.21
1628,35431.49,21095.31
1629,35402.59,21077.11
1630,35400.89,21079.41
1631,35422.99,21089.41
1632,35396.59,21073.41
1633,35418.99,21089.91
1634,35441.39,21101.01
1635,35412.09,21086.91
1636,35400.49,21078.51
1637,35420.79,21090.21
1638,35390.99,21070.51
1639,35390.69,21071.61
1640,35409.59,21082.41
1641,35398.09,21077.41
1642,35373.59,21061.61
1643,35441.89,21103.81
1644,35440.59,21101.91
1645,35412.19,21085.61
1646,35429.59,21094.71
1647,35417.79,21088.91
1648,35411.09,21081.41
1649,35436.19,21097.11
1650,35393.79,21076.41
1651,35401.69,21078.11
1652,35423.09,21090.01
1653,35413.79,21085.61
1654,35373.79,21062.41
1655,35408.79,21080.71
1656,35415.49,21083.71
1657,35382.59,21065.11
1658,35418.99,21086.81
1659,35397.29,21077.71
1660,35400.49,21077.01
1661,35452.79,21106.61
1662,35422.89,21087.01
1663,35384.39,21068.91
1664,35425.59,21089.61
1665,35428.09,21096.01
1666,35372.29,21062.01
1667,35406.39,21083.01
1668,35434.49,21099.11
1669,35405.89,21080.41
1670,35417.59,21088.21
1671,35437.19,21098.61
1672,35401.09,21078.41
1673,35430.39,21095.31
1674,35462.39,21114.51
1675,35396.89,21076.31
1676,35396.79,21072.41
1677,35445.39,21104.21
1678,35384.59,21068.01
1679,35403.19,21078.11
1680,35441.39,21103.21
1681,35386.59,21067.51
1682,35406.09,21080.21
1683,35419.89,21088.21
1684,35396.39,21074.51
1685,35397.39,21073.91
1686,35417.79,21090.01
1687,35366.99,21060.61
1688,35417.39,21087.41
1689,35442.99,21104.41
1690,35420.79,21092.91
1691,35413.49,21087.51
1692,35447.09,21108.41
1693,35405.49,21082.71
1694,35387.49,21069.71
1695,35431.29,21095.81
1696,35411.79,21082.31
1697,35395.49,21075.91
1698,35447.19,21104.41
1699,35428.29,21092.41
1700,35401.69,21079.11
1701,35405.49,21080.01
1702,35403.09,21079.41
1703,35412.99,21089.81
1704,35419.19,21089.21
1705,35406.09,21080.71
1706,35420.79,21090.61
1707,35407.09,21084.11
1708,35398.59,21078.31
1709,35405.79,21081.51
1710,35414.09,21083.71
1711,35396.29,21074.91
1712,35414.99,21086.21
1713,35439.79,21103.31
1714,35415.99,21086.71
1715,35422.99,21091.01
1716,35400.69,21077.01
1717,35399.09,21078.81
1718,35400.39,21076.71
1719,35405.29,21081.01
1720,35415.89,21086.91
1721,35401.09,21077.31
1722,35430.69,21094.71
1723,35413.89,21087.01
1724,35408.49,21082.41
1725,35414.99,21086.41
1726,35391.79,21074.11
1727,35396.09,21075.31
1728,35427.09,21093.01
1729,35422.59,21089.31
1730,35407.09,21084.01
1731,35425.09,21092.41
1732,35423.69,21095.81
1733,35408.39,21082.31
1734,35421.79,21090.11
1735,35412.79,21085.41
1736,35426.69,21091.31
1737,35427.39,21092.41
1738,35398.79,21077.81
1739,35371.39,21060.81
1740,35395.29,21073.81
1741,35384.29,21068.11
1742,35403.09,21079.21
1743,35423.29,21091.91
1744,35412.09,21082.51
1745,35412.39,21085.51
1746,35448.19,21106.11
1747,35406.99,21082.61
1748,35414.89,21086.01
1749,35446.79,21106.01
1750,35399.89,21078.61
1751,35393.09,21073.51
1752,35419.79,21089.01
1753,35403.39,21082.81
1754,35406.29,21079.31
1755,35432.49,21100.31
1756,35396.09,21076.71
1757,35407.39,21078.41
1758,35440.79,21103.01
1759,35409.89,21084.11
1760,35378.59,21066.61
1761,35442.19,21104.61
1762,35411.09,21086.21
1763,35398.29,21076.91
1764,35410.19,21084.81
1765,35405.09,21084.71
1766,35408.79,21082.01
1767,35420.79,21090.61
1768,35375.69,21063.31
1769,35411.69,21082.11
1770,35431.69,21097.71
1771,35398.79,21078.91
1772,35418.99,21090.61
1773,35439.89,21101.21
1774,35396.99,21078.81
1775,35396.59,21072.61
1776,35426.69,21096.81
1777,35384.89,21068.71
1778,35369.19,21055.11
1779,35438.09,21102.01
1780,35421.29,21092.41
1781,35420.49,21088.41
1782,35436.69,21101.81
1783,35426.19,21095.11
1784,35420.99,21091.31
1785,35438.59,21100.71
1786,35386.69,21073.81
1787,35388.59,21070.51
1788,35420.69,21092.81
1789,35403.99,21079.71
1790,35406.79,21083.31
1791,35427.69,21093.41
1792,35409.99,21085.91
1793,35400.79,21082.71
1794,35430.49,21099.71
1795,35414.59,21085.61
1796,35375.49,21064.91
1797,35429.09,21094.51
1798,35411.09,21088.91
1799,35401.39,21078.51
1800,35433.39,21096.01
1801,35446.49,21104.71
1802,35407.59,21085.21
1803,35407.39,21083.31
1804,35413.69,21085.51
1805,35364.29,21058.11
1806,35400.99,21079.31
1807,35420.39,21089.31
1808,35405.39,21079.01
1809,35434.59,21097.01
1810,35424.59,21092.21
1811,35425.19,21096.61
1812,35449.19,21106.91
1813,35401.59,21080.11
1814,35382.79,21065.81
1815,35389.19,21072.41
1816,35403.39,21077.81
1817,35371.19,21062.21
1818,35424.29,21090.51
1819,35438.19,21102.91
1820,35422.09,21088.91
1821,35449.99,21108.31
1822,35414.49,21087.21
1823,35381.39,21067.01
1824,35425.49,21092.51
1825,35382.49,21068.61
1826,35369.69,21063.31
1827,35412.19,21088.61
1828,35423.19,21095.01
1829,35397.49,21080.61
1830,35440.09,21102.21
1831,35439.89,21103.51
1832,35396.69,21076.41
1833,35424.59,21092.81
1834,35403.39,21081.41
1835,35364.79,21061.01
1836,35419.99,21088.41
1837,35453.09,21110.61
1838,35414.89,21083.61
1839,35432.49,21099.41
1840,35445.49,21105.91
1841,35397.39,21075.41
1842,35383.49,21069.81
1843,35386.99,21068.11
1844,35399.99,21079.11
1845,35407.19,21084.91
1846,35412.29,21086.61
1847,35392.09,21073.31
1848,35427.39,21097.81
1849,35456.19,21111.71
1850,35418.49,21087.81
1851,35441.49,21104.41
1852,35421.19,21093.41
1853,35384.39,21068.81
1854,35397.29,21072.01
1855,35410.29,21085.91
1856,35366.89,21059.61
1857,35401.59,21079.21
1858,35434.09,21100.31
1859,35399.49,21079.11
1860,35421.09,21091.91
1861,35454.49,21111.31
1862,35398.29,21080.21
1863,35416.09,21086.31
1864,35409.69,21084.41
1865,35397.39,21079.21
1866,35396.19,21079.01
1867,35419.49,21090.71
1868,35408.59,21080.61
1869,35418.39,21090.01
1870,35440.49,21103.01
1871,35413.49,21088.11
1872,35398.99,21080.61
1873,35375.29,21066.91
1874,35389.09,21072.81
1875,35408.99,21085.21
1876,35398.59,21081.11
1877,35409.39,21088.21
1878,35453.39,21111.81
1879,35453.29,21113.91
1880,35415.49,21087.51
1881,35437.49,21102.31
1882,35403.39,21081.81
1883,35368.59,21060.81
1884,35413.09,21088.21
1885,35390.59,21073.91
1886,35385.89,21072.71
1887,35445.29,21107.11
1888,35439.99,21107.21
1889,35407.89,21083.71
1890,35431.49,21096.71
1891,35418.69,21091.51
1892,35390.49,21073.91
1893,35384.49,21072.61
1894,35410.49,21091.01
1895,35400.19,21079.71
1896,35436.79,21099.21
1897,35466.79,21116.41
1898,35406.89,21085.11
1899,35422.89,21091.11
1900,35394.49,21076.31
1901,35354.39,21054.61
1902,35373.89,21063.51
1903,35397.59,21078.21
1904,35398.79,21075.51
1905,35451.99,21111.01
1906,35469.09,21121.81
1907,35415.79,21088.21
1908,35405.09,21084.01
1909,35451.99,21107.71
1910,35395.29,21073.41
1911,35393.19,21072.81
1912,35412.59,21084.51
1913,35393.29,21076.41
1914,35393.19,21077.11
1915,35437.89,21101.61
1916,35428.19,21099.11
1917,35411.19,21083.11
1918,35421.79,21091.81
1919,35381.19,21070.91
1920,35388.19,21071.41
1921,35396.49,21081.81
1922,35402.69,21081.51
1923,35418.59,21087.71
1924,35451.39,21111.71
1925,35426.39,21096.11
1926,35419.99,21090.01
1927,35417.09,21092.71
1928,35382.29,21071.01
1929,35403.39,21079.81
1930,35422.19,21091.51
1931,35395.39,21080.41
1932,35396.09,21076.11
1933,35437.79,21102.61
1934,35418.19,21089.81
1935,35410.59,21085.61
1936,35459.59,21110.41
1937,35387.19,21073.71
1938,35364.29,21059.81
1939,35412.39,21088.41
1940,35389.49,21076.61
1941,35396.39,21079.01
1942,35458.79,21113.61
1943,35444.09,21107.51
1944,35406.69,21081.21
1945,35405.09,21082.01
1946,35407.19,21084.61
1947,35367.99,21063.21
1948,35419.99,21090.81
1949,35419.59,21091.11
1950,35406.49,21084.41
1951,35418.79,21090.01
1952,35442.29,21104.81
1953,35393.89,21077.51
1954,35393.89,21074.51
1955,35417.89,21091.31
1956,35417.89,21089.21
1957,35422.39,21096.11
1958,35431.59,21099.01
1959,35421.49,21093.81
1960,35399.39,21075.21
1961,35395.09,21077.51
1962,35409.89,21086.41
1963,35397.39,21079.91
1964,35403.99,21082.81
1965,35420.19,21093.01
1966,35412.39,21087.61
1967,35428.39,21097.91
1968,35432.09,21100.11
1969,35426.69,21095.01
1970,35370.39,21061.51
1971,35408.19,21084.51
1972,35421.59,21095.71
1973,35376.59,21068.31
1974,35402.89,21081.11
1975,35440.19,21106.21
1976,35413.79,21086.51
1977,35406.09,21083.51
1978,35464.39,21121.71
1979,35406.09,21084.21
1980,35372.59,21063.21
1981,35422.29,21095.51
1982,35388.29,21077.31
1983,35372.19,21063.41
1984,35458.69,21116.11
1985,35426.79,21098.11
1986,35407.99,21083.81
1987,35463.59,21118.61
1988,35387.29,21076.11
1989,35378.99,21065.51
1990,35439.99,21103.81
1991,35418.69,21095.11
1992,35408.09,21084.51
1993,35427.99,21098.81
1994,35423.89,21093.51
1995,35361.29,21058.61
1996,35378.19,21068.21
1997,35417.99,21087.31
1998,35395.39,21078.61
1999,35462.09,21119.51
2000,35467.59,21121.91
2001,35417.49,21090.31
2002,35389.69,21076.71
2003,35370.99,21062.91
2004,35335.99,21044.81
2005,35410.19,21087.41
2006,35417.29,21093.71
2007,35412.69,21089.41
2008,35434.39,21101.31
2009,35455.79,21112.41
2010,35398.09,21078.91
2011,35382.89,21071.81
2012,35418.39,21094.61
2013,35404.19,21083.71
2014,35418.29,21090.81
2015,35431.19,21100.31
2016,35422.89,21092.61
2017,35418.19,21091.41
2018,35409.19,21085.81
2019,35417.89,21090.61
2020,35413.69,21090.11
2021,35404.79,21086.41
2022,35407.99,21083.11
2023,35413.99,21089.61
2024,35397.49,21079.91
2025,35405.49,21084.91
2026,35425.39,21094.91
2027,35431.99,21103.21
2028,35400.39,21080.91
2029,35410.89,21088.51
2030,35425.39,21099.51
2031,35385.69,21072.71
2032,35416.59,21089.31
2033,35413.79,21090.11
2034,35381.79,21071.31
2035,35415.89,21088.81
2036,35428.09,21097.31
2037,35403.69,21084.81
2038,35420.59,21091.21
2039,35420.79,21095.01
2040,35425.69,21096.21
2041,35395.69,21077.31
2042,35404.09,21084.81
2043,35404.79,21085.61
2044,35402.99,21082.61
2045,35408.59,21089.21
2046,35407.49,21088.91
2047,35449.39,21109.61
2048,35431.29,21099.11
2049,35421.99,21092.71
2050,35410.79,21088.91
2051,35384.39,21073.21
2052,35351.79,21051.91
2053,35410.59,21087.71
2054,35390.69,21077.91
2055,35402.59,21082.41
2056,35440.89,21105.21
2057,35425.39,21097.01
2058,35405.49,21085.71
2059,35462.49,21115.81
2060,35430.39,21098.21
2061,35393.69,21075.01
2062,35407.29,21084.61
2063,35414.89,21089.91
2064,35368.59,21064.01
2065,35417.39,21090.51
2066,35437.79,21103.71
2067,35410.39,21086.91
2068,35438.29,21101.81
2069,35443.69,21107.11
2070,35375.09,21067.31
2071,35403.89,21084.51
2072,35397.29,21081.21
2073,35366.39,21061.71
2074,35427.39,21097.21
2075,35435.79,21103.91
2076,35427.19,21098.71
2077,35429.79,21096.71
2078,35436.09,21104.31
2079,35386.79,21078.51
2080,35418.19,21093.71
2081,35401.19,21083.81
2082,35350.49,21052.01
2083,35394.99,21078.91
2084,35423.89,21095.41
2085,35411.39,21088.61
2086,35445.79,21109.51
2087,35459.19,21119.81
2088,35421.09,21095.71
2089,35399.89,21079.71
2090,35415.19,21093.91
2091,35358.99,21058.61
2092,35376.09,21066.41
2093,35432.89,21100.51
2094,35404.59,21084.11
2095,35417.59,21091.61
2096,35449.39,21113.11
2097,35425.09,21097.81
2098,35394.49,21078.81
2099,35413.39,21088.21
2100,35402.39,21085.51
2101,35393.29,21077.51
2102,35445.89,21106.61
2103,35435.49,21104.51
2104,35420.49,21094.01
2105,35443.99,21108.41
2106,35396.79,21083.41
2107,35357.29,21056.21
2108,35394.79,21077.61
2109,35383.99,21072.01
2110,35397.39,21082.41
2111,35433.69,21100.81
2112,35448.59,21106.91
2113,35414.49,21088.71
2114,35431.79,21101.81
2115,35400.19,21082.51
2116,35377.09,21070.41
2117,35407.49,21086.21
2118,35395.29,21081.21
2119,35394.39,21081.31
2120,35446.09,21110.31
2121,35431.09,21102.61
2122,35417.69,21092.61
2123,35417.99,21094.81
2124,35419.89,21094.51
2125,35396.79,21081.51
2126,35401.19,21085.41
2127,35393.99,21082.71
2128,35389.49,21075.81
2129,35437.19,21106.71
2130,35442.99,21107.91
2131,35406.79,21083.51
2132,35448.09,21109.51
2133,35414.09,21089.31
2134,35381.49,21071.81
2135,35406.79,21089.51
2136,35391.29,21078.01
2137,35369.09,21062.01
2138,35435.09,21103.41
2139,35408.59,21088.41
2140,35403.59,21086.01
2141,35470.89,21121.31
2142,35442.19,21110.21
2143,35380.99,21071.91
2144,35431.09,21101.41
2145,35398.69,21083.01
2146,35315.99,21035.41
2147,35391.29,21075.01
2148,35428.49,21100.41
2149,35394.99,21079.31
2150,35476.89,21128.81
2151,35481.39,21130.91
2152,35408.49,21086.11
2153,35418.49,21090.51
2154,35402.69,21085.01
2155,35342.99,21051.91
2156,35405.79,21083.81
2157,35433.59,21103.91
2158,35411.79,21089.21
2159,35451.49,21112.31
2160,35450.89,21113.61
2161,35394.89,21080.11
2162,35412.29,21092.61
2163,35383.49,21071.31
2164,35351.59,21055.51
2165,35400.39,21082.41
2166,35427.69,21103.01
2167,35411.59,21086.61
2168,35459.89,21118.41
2169,35461.39,21120.71
2170,35403.19,21085.21
2171,35399.09,21076.81
2172,35407.79,21085.81
2173,35368.99,21065.81
2174,35357.99,21057.31
2175,35417.49,21093.61
2176,35394.59,21079.91
2177,35432.19,21100.61
2178,35472.39,21127.51
2179,35422.69,21096.31
2180,35430.39,21100.41
2181,35422.89,21096.31
2182,35376.29,21069.11
2183,35377.29,21071.61
2184,35388.09,21077.91
2185,35411.89,21088.41
2186,35416.39,21093.41
2187,35455.79,21116.51
2188,35433.49,21102.31
2189,35446.79,21112.81
2190,35416.09,21092.41
2191,35359.79,21057.61
2192,35387.59,21076.11
2193,35377.09,21074.21
2194,35391.29,21079.21
2195,35414.99,21092.41
2196,35442.39,21112.11
2197,35427.79,21097.81
2198,35431.79,21103.81
2199,35422.99,21098.41
2200,35382.49,21070.81
2201,35432.09,21101.41
2202,35428.49,21098.41
2203,35332.99,21042.91
2204,35408.39,21088.21
2205,35451.99,21112.31
2206,35379.79,21071.71
2207,35410.19,21086.01
2208,35445.29,21108.81
2209,35393.79,21077.31
2210,35413.69,21091.71
2211,35456.79,21117.11
2212,35399.29,21083.21
2213,35425.39,21096.01
2214,35434.09,21103.91
2215,35376.39,21069.11
2216,35392.09,21077.91
2217,35425.19,21100.71
2218,35380.69,21073.51
2219,35410.99,21089.11
2220,35456.89,21115.01
2221,35401.69,21086.21
2222,35396.49,21080.31
2223,35444.69,21108.51
2224,35397.29,21081.31
2225,35381.49,21071.11
