Pulse,Dose1,Dose2
1151,35428.98,21094.26
1152,35479.28,21128.06
1153,35366.68,21059.26
1154,35420.18,21092.66
1155,35475.78,21125.06
1156,35362.78,21056.96
1157,35420.88,21088.86
1158,35438.48,21101.66
1159,35354.08,21051.36
1160,35412.48,21089.06
1161,35457.28,21114.46
1162,35382.18,21071.66
1163,35417.88,21091.56
1164,35484.48,21130.46
1165,35400.38,21080.36
1166,35398.38,21078.46
1167,35444.88,21106.76
1168,35383.58,21071.26
1169,35384.98,21072.66
1170,35416.98,21090.86
1171,35384.18,21070.76
1172,35407.68,21083.86
1173,35465.88,21119.16
1174,35385.68,21070.66
1175,35411.18,21086.46
1176,35463.18,21118.96
1177,35376.18,21065.56
1178,35424.38,21095.06
1179,35440.08,21105.36
1180,35394.98,21078.76
1181,35406.18,21082.06
1182,35430.28,21100.16
1183,35357.58,21054.76
1184,35424.68,21092.46
1185,35439.28,21102.06
1186,35382.08,21070.46
1187,35409.08,21085.76
1188,35462.78,21117.96
1189,35375.78,21065.76
1190,35423.68,21091.76
1191,35451.38,21110.56
1192,35360.38,21054.96
1193,35399.88,21077.76
1194,35451.38,21110.96
1195,35373.08,21062.56
1196,35403.18,21081.26
1197,35482.78,21131.76
1198,35394.38,21078.36
1199,35402.88,21084.96
1200,35462.98,21120.46
1201,35377.58,21069.56
1202,35429.88,21095.56
1203,35450.88,21109.76
1204,35404.68,21081.96
1205,35403.48,21080.96
1206,35426.78,21096.16
1207,35343.78,21045.36
1208,35406.58,21080.96
1209,35428.28,21095.86
1210,35354.78,21053.36
1211,35431.48,21098.96
1212,35472.18,21125.96
1213,35379.68,21068.66
1214,35402.08,21080.26
1215,35439.48,21109.16
1216,35364.28,21059.36
1217,35414.48,21088.46
1218,35460.98,21117.26
1219,35370.48,21064.46
1220,35389.08,21073.26
1221,35456.88,21115.66
1222,35402.68,21078.76
1223,35415.28,21087.86
1224,35497.48,21138.66
1225,35400.78,21082.16
1226,35404.28,21085.16
1227,35428.88,21096.56
1228,35342.48,21047.86
1229,35387.48,21070.76
1230,35439.98,21109.16
1231,35390.18,21075.66
1232,35429.48,21096.26
1233,35481.08,21131.86
1234,35413.78,21090.36
1235,35387.08,21076.26
1236,35428.58,21099.66
1237,35369.38,21063.06
1238,35422.68,21095.26
1239,35425.88,21097.16
1240,35376.98,21068.66
1241,35409.18,21086.66
1242,35447.48,21107.66
1243,35408.88,21087.16
1244,35416.08,21090.56
1245,35459.78,21115.26
1246,35403.58,21083.76
1247,35398.88,21079.86
1248,35440.48,21104.66
1249,35364.48,21061.16
1250,35403.18,21082.46
1251,35434.88,21101.76
1252,35399.58,21082.86
1253,35426.38,21097.66
1254,35446.98,21111.76
1255,35368.88,21064.36
1256,35422.28,21093.06
1257,35460.18,21118.16
1258,35367.48,21061.16
1259,35386.48,21072.26
1260,35430.28,21099.36
1261,35350.18,21049.56
1262,35409.28,21085.86
1263,35430.28,21097.86
1264,35405.88,21084.36
1265,35413.38,21089.26
1266,35485.08,21135.96
1267,35385.08,21075.36
1268,35418.68,21092.86
1269,35440.38,21104.46
1270,35379.88,21071.46
1271,35410.98,21088.96
1272,35449.28,21110.66
1273,35391.28,21073.96
1274,35417.68,21092.86
1275,35445.78,21108.16
1276,35369.28,21064.36
1277,35383.78,21073.16
1278,35442.88,21108.26
1279,35377.58,21067.86
1280,35374.18,21064.76
1281,35480.78,21130.56
1282,35416.28,21094.36
1283,35431.78,21103.56
1284,35474.48,21127.76
1285,35390.08,21078.16
1286,35362.78,21061.46
1287,35401.98,21084.06
1288,35380.28,21072.16
1289,35387.88,21075.66
1290,35483.18,21131.16
1291,35459.58,21120.36
1292,35420.38,21095.16
1293,35461.78,21119.06
1294,35408.08,21088.06
1295,35372.08,21065.86
1296,35402.28,21084.06
1297,35386.28,21073.86
1298,35390.18,21076.76
1299,35397.18,21080.46
1300,35398.18,21082.36
1301,35421.08,21094.36
1302,35456.28,21117.86
1303,35380.28,21071.06
1304,35418.88,21092.56
1305,35442.78,21108.76
1306,35368.58,21065.06
1307,35396.78,21081.96
1308,35464.28,21120.06
1309,35383.68,21073.16
1310,35377.28,21067.86
1311,35446.08,21112.46
1312,35397.78,21082.16
1313,35387.18,21074.56
1314,35481.08,21129.36
1315,35392.48,21080.16
1316,35385.18,21073.76
1317,35452.08,21117.76
1318,35391.07,21075.56
1319,35377.38,21070.76
1320,35459.38,21116.26
1321,35409.18,21085.76
1322,35401.18,21080.86
1323,35472.48,21125.16
1324,35407.98,21087.66
1325,35379.78,21067.86
1326,35463.88,21122.66
1327,35392.88,21080.46
1328,35348.48,21048.76
1329,35435.58,21104.26
1330,35413.78,21092.06
1331,35383.28,21073.16
1332,35464.98,21118.96
1333,35434.78,21105.56
1334,35391.18,21074.86
1335,35459.18,21117.86
1336,35423.38,21096.86
1337,35381.88,21071.06
1338,35432.38,21102.26
1339,35413.68,21089.96
1340,35361.88,21061.26
1341,35422.98,21095.66
1342,35454.28,21113.06
1343,35404.28,21085.06
1344,35420.18,21097.36
1345,35418.68,21098.56
1346,35385.28,21074.06
1347,35415.98,21094.66
1348,35400.58,21084.76
1349,35415.88,21092.56
1350,35435.78,21102.66
1351,35413.08,21090.56
1352,35376.58,21070.06
1353,35418.88,21094.96
1354,35433.88,21102.36
1355,35408.08,21090.66
1356,35427.48,21098.96
1357,35431.18,21100.46
1358,35394.78,21080.16
1359,35409.38,21090.26
1360,35411.58,21089.66
1361,35396.18,21080.86
1362,35424.78,21100.86
1363,35425.88,21098.66
1364,35404.98,21084.76
1365,35418.98,21094.16
1366,35450.18,21114.16
1367,35414.98,21094.46
1368,35407.18,21087.56
1369,35394.18,21080.46
1370,35403.98,21084.76
1371,35391.78,21080.46
1372,35431.98,21103.66
1373,35400.88,21082.16
1374,35441.08,21107.36
1375,35416.38,21095.06
1376,35387.68,21075.86
1377,35468.88,21121.46
1378,35416.68,21095.36
1379,35376.68,21069.96
1380,35397.28,21083.16
1381,35422.28,21098.96
1382,35367.28,21064.26
1383,35441.18,21106.66
1384,35430.68,21102.16
1385,35384.78,21071.66
1386,35446.08,21114.06
1387,35454.78,21116.46
1388,35405.08,21085.06
1389,35412.18,21090.36
1390,35420.68,21096.86
1391,35363.18,21060.16
1392,35410.78,21086.36
1393,35408.98,21090.06
1394,35381.88,21072.96
1395,35425.68,21099.06
1396,35437.18,21105.86
1397,35415.58,21090.96
1398,35458.48,21121.26
1399,35456.08,21114.26
1400,35368.38,21061.36
1401,35387.18,21078.56
1402,35406.68,21087.06
1403,35356.98,21060.76
1404,35440.08,21109.96
1405,35465.78,21124.76
1406,35428.78,21094.36
1407,35425.48,21099.86
1408,35407.18,21086.56
1409,35377.38,21071.86
1410,35403.88,21084.96
1411,35373.38,21069.36
1412,35408.18,21089.86
1413,35448.68,21119.06
1414,35444.28,21110.96
1415,35413.18,21091.16
1416,35445.48,21110.56
1417,35393.18,21081.86
1418,35387.58,21073.16
1419,35410.08,21089.66
1420,35394.38,21079.86
1421,35385.28,21073.16
1422,35453.48,21115.26
1423,35439.68,21110.16
1424,35382.68,21071.36
1425,35452.58,21115.56
1426,35385.98,21072.36
1427,35335.58,21046.86
1428,35441.98,21110.56
1429,35449.98,21115.96
1430,35400.38,21085.36
1431,35473.58,21123.96
1432,35442.58,21109.46
1433,35355.18,21053.76
1434,35428.18,21101.66
1435,35408.98,21088.46
1436,35342.58,21048.56
1437,35441.08,21106.56
1438,35446.58,21111.16
1439,35377.88,21069.86
1440,35433.28,21103.26
1441,35475.48,21127.56
1442,35338.68,21043.26
1443,35412.18,21089.56
1444,35441.38,21107.76
1445,35353.28,21054.86
1446,35429.88,21097.86
1447,35487.68,21138.06
1448,35396.48,21081.06
1449,35397.38,21077.76
1450,35458.38,21118.96
1451,35358.48,21056.46
1452,35395.28,21078.26
1453,35449.98,21112.66
1454,35395.58,21078.26
1455,35429.28,21098.56
1456,35493.28,21137.56
1457,35379.68,21069.76
1458,35346.08,21047.56
1459,35412.78,21091.66
1460,35371.78,21067.96
1461,35391.08,21076.16
1462,35473.78,21126.56
1463,35454.48,21117.26
1464,35442.98,21107.06
1465,35454.78,21119.66
1466,35424.38,21097.76
1467,35364.98,21063.66
1468,35383.18,21076.06
1469,35386.48,21076.76
1470,35415.28,21090.06
1471,35449.48,21112.06
1472,35466.38,21125.06
1473,35420.38,21094.86
1474,35403.48,21085.26
1475,35385.88,21078.16
1476,35390.18,21077.16
1477,35403.98,21084.86
1478,35399.68,21080.56
1479,35427.78,21098.76
1480,35432.68,21103.36
1481,35395.58,21077.76
1482,35432.48,21103.56
1483,35415.48,21097.26
1484,35398.38,21082.96
1485,35439.08,21105.26
1486,35403.08,21087.86
1487,35373.08,21065.06
1488,35438.88,21109.36
1489,35398.88,21082.56
1490,35397.28,21083.56
1491,35416.58,21093.36
1492,35409.78,21088.26
1493,35390.38,21076.66
1494,35440.68,21105.36
1495,35431.08,21101.76
1496,35368.08,21062.76
1497,35437.18,21104.76
1498,35459.18,21119.96
1499,35393.58,21079.76
1500,35418.88,21095.36
1501,35440.38,21106.36
1502,35385.98,21075.46
1503,35410.88,21088.86
1504,35431.98,21102.96
1505,35368.18,21061.86
1506,35411.08,21088.16
1507,35447.48,21110.26
1508,35408.48,21086.16
1509,35429.58,21100.96
1510,35451.98,21112.16
1511,35371.28,21066.86
1512,35410.48,21088.06
1513,35437.88,21107.16
1514,35364.58,21062.06
1515,35398.78,21083.26
1516,35457.28,21117.46
1517,35392.88,21076.86
1518,35396.78,21080.76
1519,35466.38,21121.26
1520,35404.98,21087.06
1521,35385.98,21074.26
1522,35433.28,21104.06
1523,35406.48,21086.86
1524,35381.38,21069.76
1525,35451.38,21114.96
1526,35397.28,21080.86
1527,35416.88,21092.96
1528,35463.38,21120.76
1529,35451.18,21113.06
1530,35420.88,21098.46
1531,35437.38,21105.26
1532,35385.08,21071.26
1533,35361.38,21060.16
1534,35395.38,21081.26
1535,35362.58,21060.86
1536,35417.78,21091.86
1537,35445.68,21108.96
1538,35437.08,21103.86
1539,35429.18,21099.46
1540,35458.18,21118.16
1541,35403.08,21083.06
1542,35401.08,21084.26
1543,35407.08,21086.76
1544,35375.98,21069.46
1545,35392.08,21078.76
1546,35444.98,21110.06
1547,35400.48,21082.36
1548,35436.48,21102.66
1549,35460.48,21119.66
1550,35407.98,21085.36
1551,35393.38,21077.36
1552,35425.48,21099.86
1553,35376.88,21072.36
1554,35391.08,21076.96
1555,35424.38,21097.26
1556,35412.08,21089.86
1557,35425.18,21097.06
1558,35438.88,21105.06
1559,35422.08,21094.36
1560,35415.18,21091.36
1561,35449.48,21112.16
1562,35403.88,21085.36
1563,35378.68,21072.46
1564,35422.88,21094.86
1565,35401.48,21085.26
1566,35415.18,21092.46
1567,35463.08,21120.26
1568,35402.38,21086.06
1569,35386.48,21079.56
1570,35452.38,21114.66
1571,35406.48,21084.56
1572,35381.18,21069.26
1573,35416.88,21093.96
1574,35400.78,21084.06
1575,35412.48,21091.46
1576,35426.28,21097.06
1577,35407.78,21086.06
1578,35398.68,21082.26
1579,35434.38,21101.66
1580,35396.98,21086.16
1581,35397.38,21078.06
1582,35455.98,21113.96
1583,35415.28,21092.06
1584,35419.98,21093.96
1585,35461.18,21120.36
1586,35384.68,21073.56
1587,35403.18,21082.46
1588,35420.78,21094.86
1589,35368.88,21061.36
1590,35360.18,21056.96
1591,35449.28,21111.56
1592,35428.68,21098.46
1593,35428.78,21099.26
1594,35475.58,21127.36
1595,35399.58,21080.16
1596,35389.28,21077.56
1597,35392.98,21076.56
1598,35372.88,21068.06
1599,35402.28,21083.86
1600,35455.98,21114.16
1601,35419.68,21096.06
1602,35409.68,21087.66
1603,35441.88,21107.56
1604,35412.78,21092.66
1605,35404.18,21083.56
1606,35409.18,21087.96
1607,35400.58,21084.86
1608,35400.48,21080.46
1609,35431.08,21101.26
1610,35395.88,21076.96
1611,35407.38,21086.56
1612,35456.68,21114.86
1613,35435.78,21104.76
1614,35385.78,21071.56
1615,35428.48,21099.46
1616,35388.28,21074.86
1617,35377.68,21069.06
1618,35445.68,21110.96
1619,35427.18,21097.86
1620,35420.28,21092.46
1621,35462.58,21119.76
1622,35416.48,21091.46
1623,35351.98,21053.46
1624,35424.88,21098.26
1625,35385.18,21073.16
1626,35358.48,21053.96
1627,35460.48,21116.86
1628,35439.28,21103.26
1629,35398.48,21081.66
1630,35446.48,21106.56
1631,35388.38,21075.36
1632,35372.88,21064.46
1633,35445.08,21107.66
1634,35444.38,21107.56
1635,35386.78,21074.66
1636,35450.18,21115.06
1637,35435.68,21105.06
1638,35375.98,21066.76
1639,35417.18,21091.06
1640,35412.48,21090.06
1641,35408.57,21086.06
1642,35429.58,21101.06
1643,35413.48,21090.76
1644,35402.07,21085.26
1645,35432.38,21099.86
1646,35416.68,21091.26
1647,35402.68,21085.36
1648,35422.58,21092.96
1649,35405.08,21083.86
1650,35402.28,21083.66
1651,35414.18,21090.96
1652,35427.58,21097.86
1653,35400.68,21083.76
1654,35407.58,21087.96
1655,35408.28,21089.16
1656,35414.88,21090.86
1657,35434.78,21099.46
1658,35407.48,21085.96
1659,35402.68,21085.36
1660,35436.98,21101.96
1661,35376.28,21070.76
1662,35413.38,21091.66
1663,35451.08,21111.96
1664,35409.68,21088.66
1665,35402.38,21085.66
1666,35433.28,21100.86
1667,35392.68,21078.46
1668,35370.18,21062.06
1669,35428.38,21097.46
1670,35422.58,21097.46
1671,35411.58,21086.16
1672,35466.58,21121.66
1673,35434.48,21101.26
1674,35385.78,21072.96
1675,35431.68,21100.36
1676,35414.48,21090.06
1677,35377.58,21067.96
1678,35426.08,21096.06
1679,35407.78,21088.26
1680,35366.58,21061.66
1681,35452.28,21112.56
1682,35424.18,21098.06
1683,35393.88,21077.96
1684,35432.78,21098.66
1685,35423.28,21097.26
1686,35378.88,21072.46
1687,35418.28,21092.46
1688,35449.08,21110.86
1689,35395.38,21077.86
1690,35412.88,21086.76
1691,35446.07,21107.46
1692,35378.78,21068.36
1693,35411.38,21087.96
1694,35450.08,21112.16
1695,35393.78,21078.66
1696,35402.28,21083.36
1697,35438.78,21105.06
1698,35378.28,21070.46
1699,35400.58,21084.86
1700,35422.38,21096.16
1701,35430.48,21099.76
1702,35426.88,21098.56
1703,35452.08,21113.16
1704,35402.48,21085.66
1705,35413.88,21092.56
1706,35402.18,21083.96
1707,35374.58,21067.26
1708,35397.78,21078.36
1709,35410.88,21086.86
1710,35439.68,21105.26
1711,35422.98,21096.86
1712,35426.98,21096.56
1713,35428.88,21098.66
1714,35433.58,21100.26
1715,35400.38,21078.56
1716,35380.28,21071.06
1717,35438.58,21104.76
1718,35390.28,21076.36
1719,35392.88,21078.36
1720,35418.98,21096.56
1721,35398.58,21081.06
1722,35378.48,21066.86
1723,35440.78,21108.46
1724,35428.08,21098.86
1725,35428.58,21098.06
1726,35441.88,21103.16
1727,35396.58,21079.26
1728,35331.58,21041.16
1729,35395.88,21076.96
1730,35437.28,21107.16
1731,35392.38,21074.76
1732,35455.78,21114.36
1733,35450.88,21112.16
1734,35378.98,21066.06
1735,35421.38,21092.56
1736,35425.58,21094.96
1737,35377.58,21067.96
1738,35387.88,21074.06
1739,35470.88,21125.66
1740,35374.28,21064.16
1741,35409.58,21084.06
1742,35471.48,21123.96
1743,35408.58,21088.26
1744,35414.48,21087.36
1745,35450.18,21110.96
1746,35423.88,21094.16
1747,35370.38,21062.16
1748,35392.88,21077.26
1749,35394.98,21079.36
1750,35417.38,21090.86
1751,35441.18,21105.06
1752,35429.98,21099.96
1753,35434.48,21103.56
1754,35455.08,21113.96
1755,35395.38,21081.46
1756,35372.58,21066.66
1757,35408.48,21086.76
1758,35376.98,21067.06
1759,35391.88,21078.56
1760,35447.58,21109.36
1761,35439.08,21105.26
1762,35409.48,21086.66
1763,35446.57,21109.26
1764,35399.38,21080.86
1765,35397.88,21081.26
1766,35373.28,21068.36
1767,35396.08,21078.16
1768,35436.88,21101.56
1769,35429.38,21097.86
1770,35423.18,21094.96
1771,35435.18,21105.46
1772,35416.78,21091.56
1773,35372.38,21064.16
1774,35386.88,21069.26
1775,35382.78,21074.96
1776,35392.58,21075.46
1777,35441.68,21107.26
1778,35444.18,21108.46
1779,35422.08,21093.36
1780,35476.78,21125.66
1781,35433.18,21101.36
1782,35359.58,21056.76
1783,35398.98,21082.36
1784,35398.18,21082.36
1785,35374.18,21064.96
1786,35430.28,21098.96
1787,35439.08,21106.36
1788,35419.08,21091.56
1789,35440.48,21105.06
1790,35416.18,21091.06
1791,35376.68,21068.46
1792,35406.18,21084.16
1793,35428.58,21100.46
1794,35347.68,21047.96
1795,35448.48,21106.86
1796,35505.58,21142.26
1797,35386.28,21071.36
1798,35408.68,21083.46
1799,35456.48,21114.86
1800,35344.28,21046.86
1801,35363.98,21056.06
1802,35441.38,21104.56
1803,35402.48,21084.06
1804,35417.68,21088.66
1805,35469.58,21123.36
1806,35392.78,21076.46
1807,35388.48,21076.16
1808,35451.18,21113.16
1809,35373.18,21067.86
1810,35390.78,21073.56
1811,35448.98,21111.96
1812,35420.38,21094.96
1813,35399.98,21078.86
1814,35466.08,21118.06
1815,35371.88,21067.06
1816,35392.98,21079.46
1817,35427.18,21099.16
1818,35406.68,21084.76
1819,35404.48,21084.66
1820,35428.08,21099.46
1821,35423.08,21095.56
1822,35396.48,21080.76
1823,35418.58,21093.66
1824,35413.58,21089.56
1825,35418.18,21092.66
1826,35411.08,21089.46
1827,35434.18,21102.66
1828,35416.08,21089.46
1829,35415.58,21092.36
1830,35408.58,21086.36
1831,35412.08,21086.26
1832,35402.48,21083.56
1833,35393.28,21078.06
1834,35423.98,21095.86
1835,35401.28,21083.26
1836,35395.48,21077.86
1837,35437.38,21109.26
1838,35431.68,21101.36
1839,35399.88,21082.36
1840,35435.08,21104.46
1841,35448.88,21112.76
1842,35398.58,21080.66
1843,35407.18,21084.06
1844,35415.58,21093.86
1845,35344.28,21047.76
1846,35381.78,21068.56
1847,35423.98,21094.26
1848,35381.18,21070.36
1849,35437.88,21104.26
1850,35509.08,21148.56
1851,35415.78,21090.46
1852,35426.98,21096.66
1853,35455.28,21113.66
1854,35366.68,21063.06
1855,35353.97,21053.26
1856,35418.68,21091.06
1857,35392.28,21076.96
1858,35419.48,21090.96
1859,35458.98,21117.56
1860,35433.38,21102.46
1861,35416.78,21088.06
1862,35436.98,21102.26
1863,35382.58,21072.06
1864,35348.08,21050.56
1865,35402.48,21081.76
1866,35415.88,21087.36
1867,35413.98,21089.96
1868,35452.48,21112.66
1869,35460.08,21119.86
1870,35411.08,21084.66
1871,35450.18,21110.46
1872,35410.08,21087.76
1873,35360.08,21059.66
1874,35398.28,21080.26
1875,35393.48,21081.16
1876,35397.28,21078.96
1877,35431.58,21104.46
1878,35428.68,21098.66
1879,35428.28,21100.36
1880,35421.88,21096.56
1881,35411.78,21089.86
1882,35402.78,21086.06
1883,35415.68,21091.86
1884,35384.18,21073.76
1885,35415.08,21090.76
1886,35430.98,21102.86
1887,35440.78,21105.56
1888,35414.38,21090.56
1889,35457.48,21112.86
1890,35379.38,21070.56
1891,35359.38,21058.16
1892,35401.58,21081.36
1893,35379.18,21073.46
1894,35357.58,21059.16
1895,35453.08,21113.86
1896,35447.28,21110.56
1897,35442.88,21104.86
1898,35494.38,21138.76
1899,35409.98,21085.16
1900,35350.58,21053.76
1901,35390.98,21076.06
1902,35342.68,21048.96
1903,35378.58,21069.96
1904,35461.08,21119.56
1905,35465.68,21125.26
1906,35413.78,21089.76
1907,35477.48,21126.46
1908,35419.78,21094.76
1909,35351.08,21050.96
1910,35411.28,21088.46
1911,35406.48,21088.66
1912,35371.78,21063.36
1913,35446.48,21113.16
1914,35427.48,21099.16
1915,35416.48,21091.36
1916,35473.98,21124.76
1917,35432.08,21102.86
1918,35391.18,21075.96
1919,35404.58,21084.16
1920,35415.68,21092.86
1921,35366.18,21061.16
1922,35402.88,21083.86
1923,35415.58,21093.56
1924,35403.78,21084.86
1925,35463.48,21123.16
1926,35423.68,21097.56
1927,35405.28,21083.56
1928,35415.98,21094.26
1929,35419.88,21096.76
1930,35376.58,21068.06
1931,35435.58,21103.76
1932,35389.38,21077.96
1933,35388.28,21075.46
1934,35426.18,21096.96
1935,35424.68,21098.86
1936,35409.28,21089.56
1937,35459.08,21116.66
1938,35414.38,21092.36
1939,35366.28,21061.46
1940,35421.28,21096.16
1941,35377.18,21072.46
1942,35374.78,21065.56
1943,35449.88,21110.86
1944,35442.58,21110.26
1945,35409.98,21089.76
1946,35464.78,21119.86
1947,35426.78,21102.56
1948,35356.48,21056.76
1949,35399.88,21086.36
1950,35402.08,21082.96
1951,35417.38,21092.16
1952,35437.28,21102.06
1953,35441.78,21106.66
1954,35399.98,21084.66
1955,35414.78,21094.26
1956,35421.88,21096.46
1957,35364.58,21060.76
1958,35402.38,21085.86
1959,35418.28,21093.56
1960,35384.08,21072.96
1961,35428.78,21100.26
1962,35439.68,21108.66
1963,35415.18,21093.86
1964,35426.38,21094.66
1965,35436.08,21106.36
1966,35423.28,21095.66
1967,35410.98,21090.86
1968,35408.98,21091.56
1969,35381.38,21072.56
1970,35399.18,21083.86
1971,35397.38,21082.06
1972,35402.78,21087.16
1973,35463.88,21123.36
1974,35413.78,21089.76
1975,35408.58,21088.56
1976,35445.78,21112.36
1977,35411.98,21091.76
1978,35376.38,21069.36
1979,35431.18,21101.96
1980,35405.08,21088.36
1981,35376.38,21069.26
1982,35418.28,21093.96
1983,35424.18,21099.76
1984,35404.98,21086.56
1985,35470.98,21123.26
1986,35441.98,21108.36
1987,35405.58,21085.36
1988,35413.98,21090.56
1989,35418.88,21092.86
1990,35367.68,21065.76
1991,35405.28,21087.76
1992,35408.18,21087.86
1993,35403.28,21086.76
1994,35419.68,21094.16
1995,35398.28,21084.86
1996,35393.88,21080.86
1997,35461.08,21119.76
1998,35436.18,21107.36
1999,35403.58,21085.46
2000,35414.68,21090.06
2001,35407.08,21086.06
2002,35378.08,21069.16
2003,35451.68,21118.06
2004,35413.78,21092.06
2005,35394.78,21081.06
2006,35418.58,21095.46
2007,35413.28,21091.26
2008,35369.78,21068.86
2009,35417.48,21091.36
2010,35420.18,21096.76
2011,35393.08,21078.56
2012,35435.78,21104.26
2013,35445.88,21112.06
2014,35417.08,21094.26
2015,35436.48,21105.06
2016,35419.58,21095.96
2017,35378.98,21070.16
2018,35380.98,21072.86
2019,35429.48,21100.56
2020,35354.18,21054.66
2021,35426.88,21101.66
2022,35446.08,21109.86
2023,35427.18,21098.16
2024,35446.88,21109.06
2025,35449.68,21112.86
2026,35406.58,21086.56
2027,35405.88,21087.16
2028,35410.28,21087.16
2029,35356.58,21060.66
2030,35401.08,21084.26
2031,35417.48,21095.46
2032,35414.88,21092.06
2033,35463.58,21121.06
2034,35457.98,21118.36
2035,35363.58,21062.56
2036,35403.08,21085.26
2037,35421.98,21097.16
2038,35358.28,21061.16
2039,35413.88,21089.66
2040,35438.28,21108.06
2041,35427.98,21101.06
2042,35454.58,21116.86
2043,35428.28,21103.46
2044,35379.38,21072.66
2045,35374.88,21065.66
2046,35408.88,21088.56
2047,35363.88,21059.96
2048,35423.08,21096.76
2049,35454.18,21120.56
2050,35419.28,21095.76
2051,35464.68,21119.66
2052,35467.08,21124.96
2053,35404.38,21085.76
2054,35380.58,21069.26
2055,35391.98,21081.66
2056,35316.78,21034.46
2057,35365.98,21064.06
2058,35457.68,21118.66
2059,35442.38,21109.16
2060,35443.68,21109.26
2061,35486.08,21132.46
2062,35429.18,21101.36
2063,35383.28,21073.16
2064,35425.28,21097.46
2065,35372.58,21068.66
2066,35363.68,21062.06
2067,35440.78,21108.06
2068,35402.48,21086.26
2069,35401.68,21084.26
2070,35449.98,21112.46
2071,35417.48,21095.86
2072,35410.38,21090.56
2073,35446.78,21109.16
2074,35374.48,21068.56
2075,35368.08,21061.36
2076,35431.18,21099.36
2077,35434.78,21107.26
2078,35415.28,21093.96
2079,35446.88,21114.56
2080,35409.28,21092.26
2081,35416.68,21091.36
2082,35429.78,21101.26
2083,35381.58,21074.26
2084,35380.68,21072.66
2085,35404.38,21088.06
2086,35433.98,21103.46
2087,35394.78,21081.86
2088,35432.58,21102.76
2089,35435.88,21106.56
2090,35437.38,21106.16
2091,35450.78,21113.66
2092,35405.98,21091.26
2093,35379.08,21071.16
2094,35414.68,21092.46
2095,35361.68,21063.36
2096,35392.88,21081.16
2097,35417.38,21097.46
2098,35427.88,21100.86
2099,35394.88,21082.36
2100,35425.08,21099.16
2101,35432.38,21106.76
2102,35433.28,21104.66
2103,35429.78,21101.56
2104,35401.48,21085.56
2105,35394.18,21083.06
2106,35410.98,21093.26
2107,35402.68,21088.46
2108,35416.88,21093.56
2109,35440.68,21106.66
2110,35453.88,21115.26
2111,35404.88,21087.76
2112,35397.58,21085.56
2113,35373.08,21068.96
2114,35391.98,21079.16
2115,35386.88,21077.26
2116,35401.78,21085.56
2117,35437.18,21108.66
2118,35448.88,21114.76
2119,35405.18,21090.46
2120,35429.08,21102.36
2121,35421.38,21098.46
2122,35393.38,21077.66
2123,35403.18,21086.66
2124,35421.08,21098.46
2125,35410.88,21092.86
2126,35405.58,21088.26
2127,35429.18,21102.06
2128,35414.88,21093.16
2129,35414.78,21089.86
2130,35439.68,21106.26
2131,35395.58,21084.16
2132,35384.88,21074.66
2133,35434.38,21104.36
2134,35409.68,21090.06
2135,35438.98,21105.36
2136,35439.18,21107.86
2137,35399.08,21082.26
2138,35377.98,21072.46
2139,35443.88,21112.76
2140,35378.08,21067.86
2141,35400.28,21082.76
2142,35445.48,21110.86
2143,35372.68,21067.86
2144,35390.18,21078.86
2145,35456.68,21115.86
2146,35402.28,21085.36
2147,35402.08,21085.06
2148,35436.78,21103.06
2149,35406.38,21091.96
2150,35370.28,21067.56
2151,35428.08,21103.06
2152,35421.08,21098.46
2153,35390.78,21077.06
2154,35438.38,21107.66
2155,35450.48,21116.76
2156,35431.18,21101.66
2157,35415.28,21093.76
2158,35380.08,21072.66
2159,35353.18,21057.66
2160,35381.38,21076.16
2161,35412.68,21093.56
2162,35425.38,21100.76
2163,35456.88,21116.86
2164,35468.28,21125.16
2165,35416.98,21094.36
2166,35410.38,21091.76
2167,35412.98,21093.36
2168,35380.78,21071.56
2169,35403.28,21083.96
2170,35410.68,21092.46
2171,35399.38,21084.16
2172,35412.58,21090.76
2173,35434.08,21107.16
2174,35422.18,21096.36
2175,35419.98,21097.16
2176,35424.18,21098.66
2177,35419.48,21096.26
2178,35427.28,21101.76
2179,35405.08,21088.26
2180,35388.78,21075.46
2181,35400.88,21085.76
2182,35398.38,21084.56
2183,35407.08,21088.96
2184,35425.08,21101.46
2185,35420.08,21095.26
2186,35418.78,21095.56
2187,35451.08,21114.96
2188,35400.68,21085.76
2189,35390.28,21080.86
2190,35417.78,21095.16
2191,35384.38,21074.06
2192,35382.28,21071.46
2193,35412.07,21091.66
2194,35419.08,21097.36
2195,35394.08,21081.16
2196,35444.78,21108.66
2197,35416.08,21093.76
2198,35372.38,21069.86
2199,35442.77,21110.46
2200,35410.68,21093.26
2201,35405.08,21088.36
2202,35451.48,21115.46
2203,35429.78,21103.86
2204,35373.48,21069.76
2205,35417.08,21093.26
2206,35418.38,21099.76
2207,35381.58,21075.26
2208,35416.18,21097.36
2209,35431.98,21105.16
2210,35362.58,21056.86
2211,35423.58,21100.96
2212,35453.58,21117.76
2213,35405.38,21089.36
2214,35434.98,21104.86
2215,35430.08,21103.06
2216,35380.58,21075.86
2217,35415.38,21094.86
2218,35438.58,21108.06
2219,35402.18,21087.06
2220,35425.88,21103.46
2221,35432.98,21105.66
2222,35417.78,21092.46
2223,35443.98,21115.06
2224,35442.08,21108.86
2225,35373.98,21070.66
